0.0,0.5
0.043873,0.404324
0.086839,0.15391
0.128038,-0.155405
0.16671,-0.405247
0.20223,-0.499998
0.234144,-0.403397
0.262187,-0.152413
0.286296,0.156899
0.306606,0.406166
0.323434,0.49999
0.337256,0.402466
0.348665,0.150915
0.358335,-0.158391
0.366967,-0.407081
0.375244,-0.499978
0.38378,-0.401531
0.393079,-0.149415
0.403498,0.159882
0.415222,0.407992
0.428248,0.49996
0.442381,0.400592
0.457248,0.147914
0.472314,-0.161371
0.486918,-0.408898
0.500314,-0.499938
0.511712,-0.399649
0.520335,-0.146411
0.525461,0.162858
0.526475,0.409801
0.522904,0.499911
0.514453,0.398702
0.501021,0.144907
0.482716,-0.164344
0.459842,-0.4107
0.432893,-0.499879
0.402518,-0.397751
0.369491,-0.143402
0.334661,0.165828
0.298905,0.411595
0.263079,0.499842
0.227972,0.396796
0.194255,0.141895
0.162452,-0.167311
0.132912,-0.412486
0.105787,-0.4998
0.08104,-0.395838
0.058444,-0.140386
0.037612,0.168792
0.018021,0.413372
-0.000943,0.499753
-0.019941,0.394875
-0.03963,0.138876
-0.060617,-0.170271
-0.083413,-0.414255
-0.10839,-0.499701
-0.135758,-0.393909
-0.165535,-0.137365
-0.197548,0.171749
-0.23143,0.415133
-0.266642,0.499644
-0.302497,0.392938
-0.3382,0.135853
-0.37289,-0.173224
-0.405689,-0.416008
-0.435753,-0.499582
-0.462322,-0.391964
-0.484758,-0.134339
-0.502587,0.174699
-0.515522,0.416878
-0.523477,0.499515
-0.526573,0.390986
-0.525124,0.132824
-0.519619,-0.176171
-0.510685,-0.417744
-0.499051,-0.499444
-0.485499,-0.390004
-0.470816,-0.131307
-0.455742,0.177642
-0.440927,0.418606
-0.426891,0.499367
-0.41399,0.389018
-0.402399,0.129789
-0.392103,-0.179111
-0.382899,-0.419464
-0.374414,-0.499286
-0.366131,-0.388028
-0.357426,-0.12827
-0.347614,0.180578
-0.335993,0.420317
-0.321896,0.499199
-0.304738,0.387035
-0.284059,0.12675
-0.25956,-0.182043
-0.231124,-0.421167
-0.198834,-0.499108
-0.162976,-0.386037
-0.12402,-0.125228
-0.082608,0.183507
-0.039512,0.422012
0.004402,0.499011
0.048225,0.385036
0.091052,0.123705
0.132031,-0.184968
0.170413,-0.422853
0.20559,-0.49891
0.237125,-0.384031
0.264774,-0.122181
0.288494,0.186428
0.308439,0.42369
0.324943,0.498804
0.338495,0.383022
0.349699,0.120656
0.359234,-0.187886
0.3678,-0.424523
0.376076,-0.498693
0.384668,-0.38201
0.394066,-0.119129
0.40461,0.189342
0.416468,0.425352
0.429616,0.498577
0.443842,0.380993
0.458755,0.117602
0.473807,-0.190797
0.488325,-0.426176
0.501557,-0.498456
0.512712,-0.379973
0.521016,-0.116073
0.525757,0.192249
0.52633,0.426996
0.522282,0.49833
0.513334,0.378949
0.499407,0.114543
0.480627,-0.1937
0.457321,-0.427812
0.429997,-0.498199
0.399322,-0.377922
0.366075,-0.113012
0.331112,0.195148
0.295311,0.428624
0.259524,0.498063
0.224527,0.37689
0.190981,0.111479
0.159393,-0.196595
0.130089,-0.429432
