0.103208,-0.497922
0.078689,-0.375855
0.05629,-0.109946
0.035606,0.19804
0.016107,0.430235
-0.002831,0.497777
-0.021868,0.374816
-0.041661,0.108412
-0.062808,-0.199483
-0.085807,-0.431034
-0.111018,-0.497626
-0.138629,-0.373774
-0.16864,-0.106876
-0.200859,0.200923
-0.234901,0.431829
-0.270211,0.49747
-0.306088,0.372728
-0.341729,0.10534
-0.376269,-0.202362
-0.408832,-0.432619
-0.438579,-0.49731
-0.464761,-0.371678
-0.486755,-0.103802
-0.504104,0.203799
-0.516541,0.433405
-0.524002,0.497145
-0.526626,0.370624
-0.524747,0.102263
-0.518868,-0.205234
-0.50963,-0.434187
-0.497769,-0.496974
-0.484069,-0.369567
-0.469315,-0.100724
-0.454239,0.206667
-0.439481,0.434965
-0.425545,0.496799
-0.41277,0.368506
-0.401313,0.099183
-0.391138,-0.208098
-0.382026,-0.435738
-0.373586,-0.496619
-0.36529,-0.367441
-0.356507,-0.097642
-0.346545,0.209526
-0.334705,0.436507
-0.320326,0.496434
-0.302835,0.366373
-0.281785,0.096099
-0.256894,-0.210953
-0.228065,-0.437272
-0.195403,-0.496244
-0.15921,-0.365301
-0.119978,-0.094555
-0.078361,0.212377
-0.035143,0.438032
0.008804,0.496049
0.052568,0.364226
0.095246,0.093011
0.135997,-0.2138
0.174083,-0.438788
0.208913,-0.49585
0.240067,-0.363147
0.267322,-0.091466
0.290654,0.21522
0.310237,0.43954
0.326422,0.495645
0.33971,0.362064
0.350716,0.089919
0.360122,-0.216638
0.36863,-0.440287
0.376912,-0.495436
0.385565,-0.360978
0.395064,-0.088372
0.405736,0.218054
0.417727,0.44103
0.430995,0.495221
0.445311,0.359888
0.460264,0.086824
0.475295,-0.219468
0.489719,-0.441769
0.502779,-0.495002
0.513683,-0.358795
0.521661,-0.085275
0.52601,0.22088
0.526139,0.442503
0.52161,0.494778
0.512165,0.357698
0.497743,0.083725
0.478493,-0.222289
0.454759,-0.443233
0.427068,-0.494549
0.396099,-0.356598
0.362642,-0.082175
0.327556,0.223697
0.291719,0.443958
0.255977,0.494315
0.221098,0.355494
0.187727,0.080623
0.156356,-0.225102
0.127292,-0.444679
0.100652,-0.494076
0.076359,-0.354386
0.054152,-0.079071
0.033613,0.226505
0.014198,0.445396
-0.004719,0.493832
-0.023803,0.353275
-0.043705,0.077518
-0.065017,-0.227905
-0.088224,-0.446108
-0.113669,-0.493583
-0.141523,-0.352161
-0.171768,-0.075965
-0.204189,0.229304
-0.238386,0.446816
-0.273785,0.49333
-0.309677,0.351043
-0.345247,0.07441
-0.379629,-0.2307
-0.411946,-0.44752
-0.441369,-0.493071
-0.467158,-0.349922
-0.488705,-0.072855
-0.505571,0.232094
-0.51751,0.448219
-0.524478,0.492808
-0.526634,0.348797
-0.52433,0.071299
-0.518084,-0.233485
-0.50855,-0.448913
-0.496469,-0.49254
-0.482629,-0.347668
-0.46781,-0.069742
-0.45274,0.234875
-0.438044,0.449604
-0.424211,0.492267
-0.411564,0.346537
-0.40024,0.068185
-0.390184,-0.236262
-0.381159,-0.450289
-0.37276,-0.491989
-0.364445,-0.345401
-0.355575,-0.066627
-0.345457,0.237646
-0.333392,0.450971
-0.318726,0.491706
-0.300896,0.344263
-0.279472,0.065068
-0.254188,-0.239028
-0.224968,-0.451647
-0.191936,-0.491418
-0.155414,-0.343121
-0.115911,-0.063509
-0.074097,0.240408
-0.030766,0.45232
0.013204,0.491126
0.056899,0.341975
0.099421,0.061949
0.139937,-0.241786
0.177721,-0.452988
0.212199,-0.490829
0.24297,-0.340827
0.26983,-0.060388
0.292776,0.243161
0.312001,0.453651
0.327872,0.490526
0.340903,0.339675
0.351717,0.058827
0.361002,-0.244534
0.369458,-0.45431
0.377752,-0.490219
0.38647,-0.338519
0.396075,-0.057266
0.406875,0.245904
0.418998,0.454964
0.432385,0.489907
0.446786,0.33736
0.461775,0.055703
0.476776,-0.247272
0.491099,-0.455614
0.503979,-0.489591
0.514625,-0.336198
0.52227,-0.05414
0.526222,0.248637
0.525902,0.45626
0.52089,0.489269
0.510945,0.335032
0.496031,0.052577
0.476314,-0.25
0.452158,-0.456901
0.424107,-0.488943
0.392851,-0.333864
0.359192,-0.051013
0.323991,0.25136
0.288127,0.457537
0.252438,0.488611
0.217683,0.332691
0.184494,0.049449
0.153342,-0.252718
0.124519,-0.458169
0.09812,-0.488275
0.07405,-0.331516
0.052031,-0.047884
0.031631,0.254074
0.012295,0.458796
-0.006609,0.487934
-0.025746,0.330337
-0.045764,0.046318
-0.067246,-0.255427
-0.090664,-0.459419
-0.116345,-0.487589
-0.144442,-0.329155
-0.174917,-0.044753
-0.207537,0.256777
-0.241882,0.460037
-0.277365,0.487238
-0.313262,0.32797
-0.348753,0.043186
-0.382967,-0.258125
-0.415032,-0.460651
-0.444123,-0.486883
-0.469512,-0.326782
-0.490608,-0.04162
-0.506989,0.259471
-0.51843,0.46126
-0.524906,0.486522
-0.526597,0.32559
-0.523873,0.040052
-0.517267,-0.260813
-0.507443,-0.461865
-0.495151,-0.486157
-0.481178,-0.324395
-0.466303,-0.038485
-0.451244,0.262154
-0.436615,0.462465
-0.42289,0.485788
-0.410372,0.323197
-0.39918,0.036917
-0.389241,-0.263491
-0.380299,-0.46306
-0.371935,-0.485413
-0.363594,-0.321996
-0.354631,-0.035349
-0.344349,0.264826
-0.332052,0.463651
-0.317093,0.485034
-0.298921,0.320791
-0.27712,0.03378
-0.251442,-0.266159
-0.221832,-0.464237
-0.188434,-0.484649
-0.151588,-0.319583
-0.111822,-0.032211
-0.069818,0.267488
-0.026383,0.464819
0.017601,0.48426
0.061218,0.318373
0.103576,0.030642
0.143849,-0.268816
0.181326,-0.465396
0.215448,-0.483866
0.245833,-0.317159
0.272299,-0.029072
0.294862,0.27014
0.313732,0.465968
0.329293,0.483468
0.342073,0.315942
0.352703,0.027503
0.361873,-0.271462
0.370284,-0.466536
0.378596,-0.483065
0.387384,-0.314721
0.397098,-0.025932
0.408027,0.272781
0.420283,0.467099
0.433785,0.482656
0.448266,0.313498
0.463285,0.024362
0.478251,-0.274097
0.492465,-0.467658
0.505157,-0.482243
0.515537,-0.312271
0.522842,-0.022791
0.52639,0.275411
0.525617,0.468212
0.520119,0.481826
0.509677,0.311042
0.494271,0.021221
0.47409,-0.276722
0.449518,-0.468761
0.421113,-0.481403
0.38958,-0.309809
0.355727,-0.01965
0.32042,0.27803
0.284537,0.469306
0.248909,0.480976
0.214285,0.308574
0.181281,0.018078
0.150352,-0.279336
0.12177,-0.469846
0.095612,-0.480544
0.071762,-0.307335
0.049927,-0.016507
0.029659,0.280638
0.010396,0.470382
-0.008501,0.480107
-0.027698,0.306093
-0.047838,0.014935
-0.069494,-0.281938
-0.093126,-0.470913
-0.119045,-0.479666
-0.147385,-0.304848
-0.178088,-0.013364
-0.210903,0.283236
-0.24539,0.471439
-0.280949,0.47922
-0.316844,0.3036
-0.352247,0.011792
-0.386285,-0.28453
-0.418088,-0.47196
-0.446839,-0.478769
-0.471823,-0.30235
-0.492463,-0.01022
-0.508358,0.285821
-0.519299,0.472477
-0.525285,0.478313
-0.526515,0.301096
-0.523377,0.008648
-0.516418,-0.28711
-0.506312,-0.472989
-0.493816,-0.477853
-0.479719,-0.299839
-0.464795,-0.007075
-0.449753,0.288396
-0.435195,0.473497
-0.42158,0.477387
-0.409193,0.298579
-0.398132,0.005503
-0.388308,-0.289679
-0.379445,-0.473999
-0.371109,-0.476918
-0.362737,-0.297317
-0.353674,-0.003931
-0.343221,0.290959
-0.330686,0.474498
-0.315429,0.476443
-0.29691,0.296051
-0.274729,0.002359
-0.248658,-0.292236
-0.218659,-0.474991
-0.184897,-0.475964
-0.147733,-0.294782
-0.10771,-0.000786
-0.065525,0.293511
-0.021994,0.47548
